Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Molecular_Function_2021,general transcription initiation factor binding (GO:0140296),1/26,0.0167736618234459,0.0301065725036208,0,0,66.54,272.01188501169923,RELA
GO_Molecular_Function_2021,solute:sodium symporter activity (GO:0015370),1/30,0.0193310605643026,0.0338293559875296,0,0,57.35057471264368,226.30778348154325,SLC5A2
GO_Molecular_Function_2021,Hsp90 protein binding (GO:0051879),1/35,0.0225191753740633,0.0384473725898641,0,0,48.90441176470589,185.51341332613868,KDR
GO_Molecular_Function_2021,NADP binding (GO:0050661),1/36,0.0231556492787795,0.0385927487979658,0,0,47.50476190476191,178.87996472866277,HMGCR
GO_Molecular_Function_2021,core promoter sequence-specific DNA binding (GO:0001046),1/37,0.0237917406507484,0.0387307405942416,0,0,46.18287037037037,172.65081800368927,RELA
GO_Molecular_Function_2021,E-box binding (GO:0070888),1/41,0.0263322850072555,0.0418922716024519,0,0,41.55625,151.13839929513645,PPARG
GO_Molecular_Function_2021,transcription coregulator binding (GO:0001221),1/53,0.0339173488988434,0.0522430887701671,0,0,31.947115384615383,108.10356363888964,RELA
GO_Molecular_Function_2021,RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978),3/1149,0.0350775024599694,0.0522430887701671,0,0,4.932198952879581,16.523829797786334,VDR;PPARG;RELA
GO_Molecular_Function_2021,cis-regulatory region sequence-specific DNA binding (GO:0000987),3/1149,0.0350775024599694,0.0522430887701671,0,0,4.932198952879581,16.523829797786334,VDR;PPARG;RELA
GO_Molecular_Function_2021,serine-type endopeptidase inhibitor activity (GO:0004867),1/60,0.038316744140727,0.0558785852052269,0,0,28.146892655367232,91.81145674128096,SERPINE1
GO_Molecular_Function_2021,ATPase binding (GO:0051117),1/73,0.04643802536608,0.0663400362372571,0,0,23.04976851851852,70.7544140609547,PDE4D
GO_Molecular_Function_2021,transcription cis-regulatory region binding (GO:0000976),2/549,0.0480301542702711,0.0672422159783795,0,0,6.4616918730264254,19.61721998548207,PPARG;RELA
GO_Molecular_Function_2021,RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977),3/1359,0.053600064172305,0.0735687155306147,0,0,4.121902654867257,12.061532214497628,VDR;PPARG;RELA
GO_Molecular_Function_2021,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616)",1/87,0.0551131904457131,0.0741908332923061,0,0,19.28391472868217,55.89184666184607,HMGCR
GO_Molecular_Function_2021,histone deacetylase binding (GO:0042826),1/93,0.0588087686569903,0.0776719586035721,0,0,18.02083333333333,51.06138805719774,RELA
GO_Molecular_Function_2021,endopeptidase inhibitor activity (GO:0004866),1/115,0.0722453769721048,0.0936514145934692,0,0,14.527046783625732,38.17253111855829,SERPINE1
GO_Molecular_Function_2021,protease binding (GO:0002020),1/118,0.0740638596731147,0.0942630941294187,0,0,14.152421652421651,36.8363135332588,SERPINE1
GO_Molecular_Function_2021,sequence-specific double-stranded DNA binding (GO:1990837),2/712,0.0761604838459489,0.0952006048074362,0,0,4.936491677336748,12.711034301365416,PPARG;RELA
GO_Molecular_Function_2021,G protein-coupled receptor binding (GO:0001664),1/143,0.0890904297704159,0.1094092997180546,0,0,11.64612676056338,28.161538253712973,AGTR1
GO_Molecular_Function_2021,protein heterodimerization activity (GO:0046982),1/188,0.1155723837727469,0.1394839114498669,0,0,8.823529411764707,19.03992569985146,AGTR1
GO_Molecular_Function_2021,guanyl ribonucleotide binding (GO:0032561),1/214,0.1305472828644177,0.1548866067882922,0,0,7.736306729264475,15.751273656768497,PDE5A
GO_Molecular_Function_2021,ubiquitin protein ligase binding (GO:0031625),1/265,0.1592435617787967,0.1857841554085962,0,0,6.225694444444445,11.43859549247126,RELA
GO_Molecular_Function_2021,ubiquitin-like protein ligase binding (GO:0044389),1/282,0.1686129833057865,0.1934903087115583,0,0,5.844009489916963,10.403208992539934,RELA
GO_Molecular_Function_2021,cadherin binding (GO:0045296),1/322,0.1902797849733878,0.2148320152925347,0,0,5.10539979231568,8.471184319089176,KDR
GO_Molecular_Function_2021,"DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228)",1/333,0.1961461002401408,0.2162772299815489,0,0,4.933483935742972,8.03612972326308,RELA
GO_Molecular_Function_2021,zinc ion binding (GO:0008270),1/336,0.1977391816974161,0.2162772299815489,0,0,4.888557213930349,7.92340472523022,PPARG
GO_Molecular_Function_2021,transition metal ion binding (GO:0046914),1/445,0.2536828340225057,0.273196898178083,0,0,3.66798048048048,5.031260535914632,PPARG
GO_Molecular_Function_2021,kinase binding (GO:0019900),1/461,0.2615847077646869,0.2774383264170922,0,0,3.5375,4.7437773037390585,RELA
GO_Molecular_Function_2021,protein kinase binding (GO:0019901),1/506,0.2833965877889853,0.2960859872422234,0,0,3.214851485148515,4.053631930918521,RELA
GO_Molecular_Function_2021,protein homodimerization activity (GO:0042803),1/636,0.3431129252534074,0.3532044818785076,0,0,2.5396325459317586,2.716633906932588,RELA
GO_Molecular_Function_2021,double-stranded DNA binding (GO:0003690),1/651,0.3496992946491858,0.3547674003687393,0,0,2.479102564102564,2.6047475773595266,PPARG
GO_Molecular_Function_2021,sequence-specific DNA binding (GO:0043565),1/707,0.3737535405699173,0.3737535405699173,0,0,2.2758498583569406,2.2397973952674475,PPARG
