Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,negative regulation of cAMP-mediated signaling (GO:0043951),1/10,0.006482395492037,0.0235940130041055,0,0,184.9814814814815,932.059746399125,PDE4D
GO_Biological_Process_2021,negative regulation of cell adhesion mediated by integrin (GO:0033629),1/10,0.006482395492037,0.0235940130041055,0,0,184.9814814814815,932.059746399125,SERPINE1
GO_Biological_Process_2021,negative regulation of cholesterol storage (GO:0010887),1/10,0.006482395492037,0.0235940130041055,0,0,184.9814814814815,932.059746399125,PPARG
GO_Biological_Process_2021,regulation of actin filament-based movement (GO:1903115),1/10,0.006482395492037,0.0235940130041055,0,0,184.9814814814815,932.059746399125,PDE4D
GO_Biological_Process_2021,positive regulation of coagulation (GO:0050820),1/10,0.006482395492037,0.0235940130041055,0,0,184.9814814814815,932.059746399125,SERPINE1
GO_Biological_Process_2021,positive regulation of hemostasis (GO:1900048),1/10,0.006482395492037,0.0235940130041055,0,0,184.9814814814815,932.059746399125,SERPINE1
GO_Biological_Process_2021,retinoic acid receptor signaling pathway (GO:0048384),1/10,0.006482395492037,0.0235940130041055,0,0,184.9814814814815,932.059746399125,PPARG
GO_Biological_Process_2021,lipoprotein transport (GO:0042953),1/10,0.006482395492037,0.0235940130041055,0,0,184.9814814814815,932.059746399125,PPARG
GO_Biological_Process_2021,positive regulation of vasculogenesis (GO:2001214),1/10,0.006482395492037,0.0235940130041055,0,0,184.9814814814815,932.059746399125,KDR
GO_Biological_Process_2021,endothelium development (GO:0003158),1/10,0.006482395492037,0.0235940130041055,0,0,184.9814814814815,932.059746399125,KDR
GO_Biological_Process_2021,negative regulation of macromolecule metabolic process (GO:0010605),2/194,0.0068053868337209,0.024504219377069,0,0,18.745265151515152,93.53963789377018,VDR;KDR
GO_Biological_Process_2021,negative regulation of intracellular signal transduction (GO:1902532),2/198,0.007079282767531,0.024504219377069,0,0,18.35899814471243,90.88773824524404,PDE4D;RELA
GO_Biological_Process_2021,angiogenesis involved in wound healing (GO:0060055),1/11,0.00712850018242,0.024504219377069,0,0,166.475,822.994869532877,KDR
GO_Biological_Process_2021,regulation of dendritic cell apoptotic process (GO:2000668),1/11,0.00712850018242,0.024504219377069,0,0,166.475,822.994869532877,AXL
GO_Biological_Process_2021,positive regulation of nitric-oxide synthase biosynthetic process (GO:0051770),1/11,0.00712850018242,0.024504219377069,0,0,166.475,822.994869532877,KDR
GO_Biological_Process_2021,lipoprotein localization (GO:0044872),1/11,0.00712850018242,0.024504219377069,0,0,166.475,822.994869532877,PPARG
GO_Biological_Process_2021,regulation of mitochondrial depolarization (GO:0051900),1/11,0.00712850018242,0.024504219377069,0,0,166.475,822.994869532877,KDR
GO_Biological_Process_2021,monocyte differentiation (GO:0030224),1/11,0.00712850018242,0.024504219377069,0,0,166.475,822.994869532877,PPARG
GO_Biological_Process_2021,negative regulation of gene silencing by miRNA (GO:0060965),1/12,0.0077742172076079,0.0251911546369818,0,0,151.33333333333334,735.0172993440868,PPARG
GO_Biological_Process_2021,negative regulation of heart contraction (GO:0045822),1/12,0.0077742172076079,0.0251911546369818,0,0,151.33333333333334,735.0172993440868,PDE4D
GO_Biological_Process_2021,negative regulation of hemostasis (GO:1900047),1/12,0.0077742172076079,0.0251911546369818,0,0,151.33333333333334,735.0172993440868,SERPINE1
GO_Biological_Process_2021,replicative senescence (GO:0090399),1/12,0.0077742172076079,0.0251911546369818,0,0,151.33333333333334,735.0172993440868,SERPINE1
GO_Biological_Process_2021,regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844),1/12,0.0077742172076079,0.0251911546369818,0,0,151.33333333333334,735.0172993440868,PDE4D
GO_Biological_Process_2021,negative regulation of leukocyte apoptotic process (GO:2000107),1/12,0.0077742172076079,0.0251911546369818,0,0,151.33333333333334,735.0172993440868,AXL
GO_Biological_Process_2021,regulation of cholesterol esterification (GO:0010872),1/12,0.0077742172076079,0.0251911546369818,0,0,151.33333333333334,735.0172993440868,AGTR1
GO_Biological_Process_2021,regulation of plasminogen activation (GO:0010755),1/12,0.0077742172076079,0.0251911546369818,0,0,151.33333333333334,735.0172993440868,SERPINE1
GO_Biological_Process_2021,extracellular structure organization (GO:0043062),2/216,0.0083731455794654,0.0251911546369818,0,0,16.79949022939677,80.34735281254864,SERPINE1;KDR
GO_Biological_Process_2021,regulation of tube diameter (GO:0035296),1/13,0.0084195467572216,0.0251911546369818,0,0,138.71527777777777,662.6705253310397,AGTR1
GO_Biological_Process_2021,glucose import (GO:0046323),1/13,0.0084195467572216,0.0251911546369818,0,0,138.71527777777777,662.6705253310397,SLC5A2
GO_Biological_Process_2021,regulation of cell communication by electrical coupling (GO:0010649),1/13,0.0084195467572216,0.0251911546369818,0,0,138.71527777777777,662.6705253310397,PDE4D
GO_Biological_Process_2021,negative regulation of macrophage derived foam cell differentiation (GO:0010745),1/13,0.0084195467572216,0.0251911546369818,0,0,138.71527777777777,662.6705253310397,PPARG
GO_Biological_Process_2021,response to interleukin-6 (GO:0070741),1/13,0.0084195467572216,0.0251911546369818,0,0,138.71527777777777,662.6705253310397,RELA
GO_Biological_Process_2021,response to UV-B (GO:0010224),1/13,0.0084195467572216,0.0251911546369818,0,0,138.71527777777777,662.6705253310397,RELA
GO_Biological_Process_2021,regulation of fibrinolysis (GO:0051917),1/13,0.0084195467572216,0.0251911546369818,0,0,138.71527777777777,662.6705253310397,SERPINE1
GO_Biological_Process_2021,regulation of interleukin-5 production (GO:0032674),1/13,0.0084195467572216,0.0251911546369818,0,0,138.71527777777777,662.6705253310397,PDE4D
GO_Biological_Process_2021,regulation of leukocyte adhesion to vascular endothelial cell (GO:1904994),1/13,0.0084195467572216,0.0251911546369818,0,0,138.71527777777777,662.6705253310397,RELA
GO_Biological_Process_2021,positive regulation of steroid metabolic process (GO:0045940),1/13,0.0084195467572216,0.0251911546369818,0,0,138.71527777777777,662.6705253310397,AGTR1
